1762	1211	4571165	0.558934	4571165	0.558934
1334	1334	3559112	0.003539	-1012053	-0.555395
963	963	1854738	0.652959	-1704374	0.649420
1336	1336	3569792	0.007078	1715054	-0.645881
1368	1368	3742848	0.063703	173056	0.056625
1336	1336	3569792	0.007078	-173056	-0.056625
1318	1318	3474248	0.024774	-95544	0.017695
1340	1340	3591200	0.014156	116952	-0.010617
1314	1314	3453192	0.031852	-138008	0.017695
1339	1339	3585842	0.012387	132650	-0.019465
1310	1310	3432200	0.038930	-153642	0.026543
1340	1340	3591200	0.014156	159000	-0.024774
1336	1336	3569792	0.007078	-21408	-0.007078
1369	1369	3748322	0.065473	178530	0.058395
1337	1337	3575138	0.008848	-173184	-0.056625
1335	1335	3564450	0.005309	-10688	-0.003539
1337	1337	3575138	0.008848	10688	0.003539
1367	1367	3737378	0.061934	162240	0.053086
1332	1332	3548448	0.000000	-188930	-0.061934
1334	1334	3559112	0.003539	10664	0.003539
1319	1319	3479522	0.023004	-79590	0.019465
1337	1337	3575138	0.008848	95616	-0.014156
1351	1351	3650402	0.033621	75264	0.024774
1341	1341	3596562	0.015926	-53840	-0.017695
1367	1367	3737378	0.061934	140816	0.046008
1337	1337	3575138	0.008848	-162240	-0.053086
1340	1340	3591200	0.014156	16062	0.005309
1333	1333	3553778	0.001770	-37422	-0.012387
1332	1332	3548448	0.000000	-5330	-0.001770
1326	1326	3516552	0.010617	-31896	0.010617
1339	1339	3585842	0.012387	69290	0.001770
1333	1333	3553778	0.001770	-32064	-0.010617
1351	1351	3650402	0.033621	96624	0.031852
1330	1330	3537800	0.003539	-112602	-0.030082
1334	1334	3559112	0.003539	21312	-0.000000
1334	1334	3559112	0.003539	0	0.000000
1368	1368	3742848	0.063703	183736	0.060164
1337	1337	3575138	0.008848	-167710	-0.054856
1322	1322	3495368	0.017695	-79770	0.008848
1331	1331	3543122	0.001770	47754	-0.015926
1303	1303	3395618	0.051317	-147504	0.049547
1331	1331	3543122	0.001770	147504	-0.049547
1344	1344	3612672	0.021234	69550	0.019465
1329	1329	3532482	0.005309	-80190	-0.015926
1334	1334	3559112	0.003539	26630	-0.001770
1334	1334	3559112	0.003539	0	0.000000
1350	1350	3645000	0.031852	85888	0.028313
1334	1334	3559112	0.003539	-85888	-0.028313
1337	1337	3575138	0.008848	16026	0.005309
1333	1333	3553778	0.001770	-21360	-0.007078
1368	1368	3742848	0.063703	189070	0.061934
1336	1336	3569792	0.007078	-173056	-0.056625
1336	1336	3569792	0.007078	0	0.000000
1353	1353	3661218	0.037160	91426	0.030082
1332	1332	3548448	0.000000	-112770	-0.037160
1372	1372	3764768	0.070781	216320	0.070781
1328	1328	3527168	0.007078	-237600	-0.063703
1343	1343	3607298	0.019465	80130	0.012387
1334	1334	3559112	0.003539	-48186	-0.015926
1322	1322	3495368	0.017695	-63744	0.014156
1335	1335	3564450	0.005309	69082	-0.012387
1336	1336	3569792	0.007078	5342	0.001770
1332	1332	3548448	0.000000	-21344	-0.007078
1334	1334	3559112	0.003539	10664	0.003539
1330	1330	3537800	0.003539	-21312	0.000000
1351	1351	3650402	0.033621	112602	0.030082
1331	1331	3543122	0.001770	-107280	-0.031852
1330	1330	3537800	0.003539	-5322	0.001770
1331	1331	3543122	0.001770	5322	-0.001770
1365	1365	3726450	0.058395	183328	0.056625
1335	1335	3564450	0.005309	-162000	-0.053086
1309	1309	3426962	0.040699	-137488	0.035391
